what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802245485
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802245600
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802264749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802312897
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1406802313056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802328503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802329759
executed,command,org.eclipse.team.svn.ui,0.7.9.I20110819-1700,"org.eclipse.team.svn.ui.command.DisconnectCommand",1406802329876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802330251
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802330851
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802342637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802360027
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1406802360232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802363385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802371398
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1406802371502
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802377723
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802387205
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1406802387338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802392101
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802397031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1406802397139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802407306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802413613
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1406802413796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802417240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802418364
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1406802418512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802431922
started,bundle,org.eclipse.pde,3.6.100.v201109091335,"org.eclipse.pde",1406802440489
started,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1406802440561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802457588
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1406802457807
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802478428
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802480489
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1406802480679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802501157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802509385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1406802509570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802522712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802524309
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1406802524448
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406802554514
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406802555157
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1406802557125
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1406802565120
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1406802592273
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1406802592379
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406802595762
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1406802595762
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1406802596908
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802599053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802601051
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1406802601175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802621453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802622942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1406802623972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1406802624926
